## date = '2022-02-25 19:21:50.634139'
## execstr = '/usr/local/bin/metagene generate NC_000962 --landmark cds_start --annotation_files NC_000962.gtf'
## args = {  
##          'add_three'                 : False,,
##          'annotation_files'          : ['NC_000962.gtf'],,
##          'annotation_format'         : 'GTF2',,
##          'bed_extra_columns'         : 0,,
##          'downstream'                : 50,,
##          'gff_cds_types'             : {'CDS_fragment', 'CDS_predicted', 'CDS', 'CDS_indpendently_known'},,
##          'gff_exon_types'            : {'pseudogenic_exon', 'noncoding_exon', 'three_prime_noncoding_exon', 'five_prime_coding_exon', 'interior_coding_exon', 'three_prime_coding_exonfive_prime_noncoding_exon', 'interior_exon', 'coding_exon', 'exon', 'exon_of_single_exon_gene'},,
##          'gff_transcript_types'      : {'small_subunit_rRNA', 'IoR', 'RRE_RNA', 'snoRNA', 'SRP_RNA', 'rRNA_16S', 'RNase_P_RNA', 'telomeric_transcript', 'pseudogenic_transcript', 'mRNA_with_minus_2_frameshift', 'selenocysteinyl_tRNA', 'U4_snRNA', 'class_II_RNA', 'OxyS_RNA', 'rRNA_28S', 'asparaginyl_tRNA', 'lysyl_tRNA', 'valyl_tRNA', 'class_I_RNA', 'rRNA', 'U5_snRNA', 'vault_RNA', 'guide_RNA', 'tyrosyl_tRNA', 'CsrB_RsmB_RNA', 'spot42_RNA', 'edited_mRNA', 'U6atac_snRNA', 'mRNA_with_minus_1_frameshift', 'alanyl_tRNA', 'antisense_RNA', 'antisense_lncRNA', 'mature_transcript', 'leucyl_tRNA', 'tryptophanyl_tRNA', 'piRNA', 'H_ACA_box_snoRNA', 'rRNA_23S', 'edited_transcript', 'transcript', 'methylation_guide_snoRNA', 'seryl_tRNA', 'ARIA', 'lincRNA', 'threonyl_tRNA', 'U11_snRNA', 'enhancerRNA', 'GcvB_RNA', 'mRNA_recoded_by_codon_redefinition', 'rRNA_21S', 'shRNA', 'U6_snRNA', 'prolyl_tRNA', 'glycyl_tRNA', 'polycistronic_mRNA', 'U14_snoRNA', 'anti_ARRET', 'U2_snRNA', 'telomerase_RNA', 'isoleucyl_tRNA', 'RNase_MRP_RNA', 'RprA_RNA', 'snRNA', 'pseudouridylation_guide_snoRNA', 'mRNA', 'edited_transcript_by_A_to_I_substitution', 'aspartyl_tRNA', 'tmRNA', 'miRNA', 'moR', 'trans_spliced_mRNA', 'MicF_RNA', 'mRNA_with_plus_2_frameshift', 'rRNA_5_8S', 'non_functional_homolog_of_pseudogenic_transcript', 'enzymatic_RNA', 'C_D_box_snoRNA', 'U3_snoRNA', 'glutamyl_tRNA', 'tasiRNA', 'mRNA_with_frameshift', 'mRNA_recoded_by_translational_bypass', 'recoded_mRNA', 'mRNA_with_plus_1_frameshift', 'rasiRNA', 'lnc_RNA', 'rRNA_25S', 'rRNA_cleavage_RNA', 'small_regulatory_ncRNA', 'U4atac_snRNA', 'intronic_lncRNA', 'histidyl_tRNA', 'siRNA', 'TERRA', 'scRNA', 'dicistronic_mRNA', 'rRNA_5S', 'U12_snRNA', 'ncRNA', 'large_subunit_rRNA', 'ARRET', 'priRNA', 'arginyl_tRNA', 'tRNA', 'RNA_6S', 'glutaminyl_tRNA', 'Y_RNA', 'pyrrollysyl_tRNA', 'methionyl_tRNA', 'phenylalanyl_tRNA', 'DsrA_RNA', 'cysteinyl_tRNA', 'U1_snRNA', 'rRNA_18S', 'monocistronic_mRNA', 'polyadenylated_mRNA'},,
##          'group_by'                  : 'gene_id',,
##          'landmark'                  : 'cds_start',,
##          'mask_add_three'            : False,,
##          'mask_annotation_files'     : [],,
##          'mask_annotation_format'    : 'GTF2',,
##          'mask_bed_extra_columns'    : 0,,
##          'mask_gff_cds_types'        : {'CDS_fragment', 'CDS_predicted', 'CDS', 'CDS_indpendently_known'},,
##          'mask_gff_exon_types'       : {'pseudogenic_exon', 'noncoding_exon', 'three_prime_noncoding_exon', 'five_prime_coding_exon', 'interior_coding_exon', 'three_prime_coding_exonfive_prime_noncoding_exon', 'interior_exon', 'coding_exon', 'exon', 'exon_of_single_exon_gene'},,
##          'mask_gff_transcript_types' : {'small_subunit_rRNA', 'IoR', 'RRE_RNA', 'snoRNA', 'SRP_RNA', 'rRNA_16S', 'RNase_P_RNA', 'telomeric_transcript', 'pseudogenic_transcript', 'mRNA_with_minus_2_frameshift', 'selenocysteinyl_tRNA', 'U4_snRNA', 'class_II_RNA', 'OxyS_RNA', 'rRNA_28S', 'asparaginyl_tRNA', 'lysyl_tRNA', 'valyl_tRNA', 'class_I_RNA', 'rRNA', 'U5_snRNA', 'vault_RNA', 'guide_RNA', 'tyrosyl_tRNA', 'CsrB_RsmB_RNA', 'spot42_RNA', 'edited_mRNA', 'U6atac_snRNA', 'mRNA_with_minus_1_frameshift', 'alanyl_tRNA', 'antisense_RNA', 'antisense_lncRNA', 'mature_transcript', 'leucyl_tRNA', 'tryptophanyl_tRNA', 'piRNA', 'H_ACA_box_snoRNA', 'rRNA_23S', 'edited_transcript', 'transcript', 'methylation_guide_snoRNA', 'seryl_tRNA', 'ARIA', 'lincRNA', 'threonyl_tRNA', 'U11_snRNA', 'enhancerRNA', 'GcvB_RNA', 'mRNA_recoded_by_codon_redefinition', 'rRNA_21S', 'shRNA', 'U6_snRNA', 'prolyl_tRNA', 'glycyl_tRNA', 'polycistronic_mRNA', 'U14_snoRNA', 'anti_ARRET', 'U2_snRNA', 'telomerase_RNA', 'isoleucyl_tRNA', 'RNase_MRP_RNA', 'RprA_RNA', 'snRNA', 'pseudouridylation_guide_snoRNA', 'mRNA', 'edited_transcript_by_A_to_I_substitution', 'aspartyl_tRNA', 'tmRNA', 'miRNA', 'moR', 'trans_spliced_mRNA', 'MicF_RNA', 'mRNA_with_plus_2_frameshift', 'rRNA_5_8S', 'non_functional_homolog_of_pseudogenic_transcript', 'enzymatic_RNA', 'C_D_box_snoRNA', 'U3_snoRNA', 'glutamyl_tRNA', 'tasiRNA', 'mRNA_with_frameshift', 'mRNA_recoded_by_translational_bypass', 'recoded_mRNA', 'mRNA_with_plus_1_frameshift', 'rasiRNA', 'lnc_RNA', 'rRNA_25S', 'rRNA_cleavage_RNA', 'small_regulatory_ncRNA', 'U4atac_snRNA', 'intronic_lncRNA', 'histidyl_tRNA', 'siRNA', 'TERRA', 'scRNA', 'dicistronic_mRNA', 'rRNA_5S', 'U12_snRNA', 'ncRNA', 'large_subunit_rRNA', 'ARRET', 'priRNA', 'arginyl_tRNA', 'tRNA', 'RNA_6S', 'glutaminyl_tRNA', 'Y_RNA', 'pyrrollysyl_tRNA', 'methionyl_tRNA', 'phenylalanyl_tRNA', 'DsrA_RNA', 'cysteinyl_tRNA', 'U1_snRNA', 'rRNA_18S', 'monocistronic_mRNA', 'polyadenylated_mRNA'},,
##          'mask_maxmem'               : 0,,
##          'mask_sorted'               : False,,
##          'mask_tabix'                : False,,
##          'maxmem'                    : 0,,
##          'outbase'                   : 'NC_000962',,
##          'program'                   : 'generate',,
##          'sorted'                    : False,,
##          'tabix'                     : False,,
##          'upstream'                  : 50,,
##          'warnlevel'                 : 0,
##        }
region_id	window_size	region	masked	alignment_offset	zero_point
Rv2951c	100	NC_000962.3:3304198-3304248(-)	na	50	50
Rv2952	100	NC_000962.3:3304440-3304490(+)	na	50	50
Rv2953	100	NC_000962.3:3305278-3305328(+)	na	50	50
Rv2954c	100	NC_000962.3:3307341-3307391(-)	na	50	50
Rv2955c	100	NC_000962.3:3308495-3308545(-)	na	50	50
Rv2956	100	NC_000962.3:3308667-3308717(+)	na	50	50
Rv2957	100	NC_000962.3:3309469-3309519(+)	na	50	50
Rv2958c	100	NC_000962.3:3311950-3312000(-)	na	50	50
Rv2959c	100	NC_000962.3:3312788-3312838(-)	na	50	50
Rv2960c	100	NC_000962.3:3313151-3313201(-)	na	50	50
Rv2961	100	NC_000962.3:3313282-3313332(+)	na	50	50
Rv2962c	100	NC_000962.3:3315072-3315122(-)	na	50	50
Rv2963	100	NC_000962.3:3315235-3315285(+)	na	50	50
Rv2964	100	NC_000962.3:3316528-3316578(+)	na	50	50
Rv2965c	100	NC_000962.3:3318765-3318815(-)	na	50	50
Rv2966c	100	NC_000962.3:3319417-3319467(-)	na	50	50
Rv2967c	100	NC_000962.3:3322996-3323046(-)	na	50	50
Rv2968c	100	NC_000962.3:3323653-3323703(-)	na	50	50
Rv2969c	100	NC_000962.3:3324426-3324476(-)	na	50	50
Rv2970A	100	NC_000962.3:3325933-3325983(+)	na	50	50
Rv2970c	100	NC_000962.3:3325653-3325703(-)	na	50	50
Rv2971	100	NC_000962.3:3326100-3326150(+)	na	50	50
Rv2972c	100	NC_000962.3:3327686-3327736(-)	na	50	50
Rv2973c	100	NC_000962.3:3329896-3329946(-)	na	50	50
Rv2974c	100	NC_000962.3:3331311-3331361(-)	na	50	50
Rv2975a	100	NC_000962.3:3331853-3331903(+)	na	50	50
Rv2975c	100	NC_000962.3:3331562-3331612(-)	na	50	50
Rv2976c	100	NC_000962.3:3332704-3332754(-)	na	50	50
Rv2977c	100	NC_000962.3:3333738-3333788(-)	na	50	50
Rv2978c	100	NC_000962.3:3335114-3335164(-)	na	50	50
Rv2979c	100	NC_000962.3:3335698-3335748(-)	na	50	50
Rv2980	100	NC_000962.3:3335959-3336009(+)	na	50	50
Rv2981c	100	NC_000962.3:3337867-3337917(-)	na	50	50
Rv2982c	100	NC_000962.3:3338949-3338999(-)	na	50	50
Rv2983	100	NC_000962.3:3339117-3339167(+)	na	50	50
Rv2984	100	NC_000962.3:3339853-3339903(+)	na	50	50
Rv2985	100	NC_000962.3:3342164-3342214(+)	na	50	50
Rv2986c	100	NC_000962.3:3343770-3343820(-)	na	50	50
Rv2987c	100	NC_000962.3:3344579-3344629(-)	na	50	50
Rv2988c	100	NC_000962.3:3346025-3346075(-)	na	50	50
Rv2989	100	NC_000962.3:3346146-3346196(+)	na	50	50
Rv2990c	100	NC_000962.3:3347669-3347719(-)	na	50	50
Rv2991	100	NC_000962.3:3347981-3348031(+)	na	50	50
Rv2992c	100	NC_000962.3:3350227-3350277(-)	na	50	50
Rv2993c	100	NC_000962.3:3350943-3350993(-)	na	50	50
Rv2994	100	NC_000962.3:3351268-3351318(+)	na	50	50
Rv2995c	100	NC_000962.3:3353418-3353468(-)	na	50	50
Rv2996c	100	NC_000962.3:3355019-3355069(-)	na	50	50
Rv2997	100	NC_000962.3:3355098-3355148(+)	na	50	50
Rv2998	100	NC_000962.3:3356814-3356864(+)	na	50	50
Rv2999	100	NC_000962.3:3357601-3357651(+)	na	50	50
Rv3000	100	NC_000962.3:3358611-3358661(+)	na	50	50
Rv3001c	100	NC_000962.3:3360536-3360586(-)	na	50	50
Rv3002c	100	NC_000962.3:3361080-3361130(-)	na	50	50
Rv3003c	100	NC_000962.3:3362936-3362986(-)	na	50	50
Rv3004	100	NC_000962.3:3363347-3363397(+)	na	50	50
Rv3005c	100	NC_000962.3:3364482-3364532(-)	na	50	50
Rv3006	100	NC_000962.3:3364708-3364758(+)	na	50	50
Rv3007c	100	NC_000962.3:3366400-3366450(-)	na	50	50
Rv3008	100	NC_000962.3:3366643-3366693(+)	na	50	50
Rv3009c	100	NC_000962.3:3368743-3368793(-)	na	50	50
Rv3010c	100	NC_000962.3:3369804-3369854(-)	na	50	50
Rv3011c	100	NC_000962.3:3371384-3371434(-)	na	50	50
Rv3012c	100	NC_000962.3:3371680-3371730(-)	na	50	50
Rv3013	100	NC_000962.3:3371814-3371864(+)	na	50	50
Rv3014c	100	NC_000962.3:3374570-3374620(-)	na	50	50
Rv3015c	100	NC_000962.3:3375614-3375664(-)	na	50	50
Rv3016	100	NC_000962.3:3375757-3375807(+)	na	50	50
Rv3017c	100	NC_000962.3:3376802-3376852(-)	na	50	50
Rv3018c	100	NC_000962.3:3378193-3378243(-)	na	50	50
Rv3019c	100	NC_000962.3:3378951-3379001(-)	na	50	50
Rv3020c	100	NC_000962.3:3379279-3379329(-)	na	50	50
Rv3022A	100	NC_000962.3:3380943-3380993(-)	na	50	50
Rv3023c	100	NC_000962.3:3382572-3382622(-)	na	50	50
Rv3024c	100	NC_000962.3:3383838-3383888(-)	na	50	50
Rv3025c	100	NC_000962.3:3385016-3385066(-)	na	50	50
Rv3026c	100	NC_000962.3:3386027-3386077(-)	na	50	50
Rv3027c	100	NC_000962.3:3386869-3386919(-)	na	50	50
Rv3028c	100	NC_000962.3:3387981-3388031(-)	na	50	50
Rv3029c	100	NC_000962.3:3388820-3388870(-)	na	50	50
Rv3030	100	NC_000962.3:3389100-3389150(+)	na	50	50
Rv3031	100	NC_000962.3:3389921-3389971(+)	na	50	50
Rv3032	100	NC_000962.3:3391533-3391583(+)	na	50	50
Rv3032A	100	NC_000962.3:3392811-3392861(+)	na	50	50
Rv3033	100	NC_000962.3:3393379-3393429(+)	na	50	50
Rv3034c	100	NC_000962.3:3394871-3394921(-)	na	50	50
Rv3035	100	NC_000962.3:3395378-3395428(+)	na	50	50
Rv3036c	100	NC_000962.3:3397091-3397141(-)	na	50	50
Rv3037c	100	NC_000962.3:3398240-3398290(-)	na	50	50
Rv3038c	100	NC_000962.3:3399358-3399408(-)	na	50	50
Rv3039c	100	NC_000962.3:3400133-3400183(-)	na	50	50
Rv3040c	100	NC_000962.3:3401008-3401058(-)	na	50	50
Rv3041c	100	NC_000962.3:3401868-3401918(-)	na	50	50
Rv3042c	100	NC_000962.3:3403112-3403162(-)	na	50	50
Rv3043c	100	NC_000962.3:3404871-3404921(-)	na	50	50
Rv3044	100	NC_000962.3:3405135-3405185(+)	na	50	50
Rv3045	100	NC_000962.3:3406284-3406334(+)	na	50	50
Rv3046c	100	NC_000962.3:3407638-3407688(-)	na	50	50
Rv3047c	100	NC_000962.3:3408256-3408306(-)	na	50	50
Rv3048c	100	NC_000962.3:3409328-3409378(-)	na	50	50
Rv3049c	100	NC_000962.3:3411033-3411083(-)	na	50	50
Rv3050c	100	NC_000962.3:3411907-3411957(-)	na	50	50
Rv3051c	100	NC_000962.3:3414116-3414166(-)	na	50	50
Rv3052c	100	NC_000962.3:3414634-3414684(-)	na	50	50
Rv3053c	100	NC_000962.3:3414908-3414958(-)	na	50	50
Rv3054c	100	NC_000962.3:3415939-3415989(-)	na	50	50
Rv3055	100	NC_000962.3:3416080-3416130(+)	na	50	50
Rv3056	100	NC_000962.3:3416704-3416754(+)	na	50	50
Rv3057c	100	NC_000962.3:3418612-3418662(-)	na	50	50
Rv3058c	100	NC_000962.3:3419326-3419376(-)	na	50	50
Rv3059	100	NC_000962.3:3419491-3419541(+)	na	50	50
Rv3060c	100	NC_000962.3:3423163-3423213(-)	na	50	50
Rv3061c	100	NC_000962.3:3425377-3425427(-)	na	50	50
Rv3062	100	NC_000962.3:3425583-3425633(+)	na	50	50
Rv3063	100	NC_000962.3:3427242-3427292(+)	na	50	50
Rv3064c	100	NC_000962.3:3430200-3430250(-)	na	50	50
Rv3065	100	NC_000962.3:3430386-3430436(+)	na	50	50
Rv3066	100	NC_000962.3:3430706-3430756(+)	na	50	50
Rv3067	100	NC_000962.3:3431427-3431477(+)	na	50	50
Rv3068c	100	NC_000962.3:3433572-3433622(-)	na	50	50
Rv3069	100	NC_000962.3:3433691-3433741(+)	na	50	50
Rv3070	100	NC_000962.3:3434086-3434136(+)	na	50	50
Rv3071	100	NC_000962.3:3434463-3434513(+)	na	50	50
Rv3072c	100	NC_000962.3:3436272-3436322(-)	na	50	50
Rv3073c	100	NC_000962.3:3436635-3436685(-)	na	50	50
Rv3074	100	NC_000962.3:3436778-3436828(+)	na	50	50
Rv3075c	100	NC_000962.3:3438923-3438973(-)	na	50	50
Rv3076	100	NC_000962.3:3439071-3439121(+)	na	50	50
Rv3077	100	NC_000962.3:3439540-3439590(+)	na	50	50
Rv3078	100	NC_000962.3:3441352-3441402(+)	na	50	50
Rv3079c	100	NC_000962.3:3442547-3442597(-)	na	50	50
Rv3080c	100	NC_000962.3:3445938-3445988(-)	na	50	50
Rv3081	100	NC_000962.3:3446039-3446089(+)	na	50	50
Rv3082c	100	NC_000962.3:3448376-3448426(-)	na	50	50
Rv3083	100	NC_000962.3:3448503-3448553(+)	na	50	50
Rv3084	100	NC_000962.3:3449996-3450046(+)	na	50	50
Rv3085	100	NC_000962.3:3450919-3450969(+)	na	50	50
Rv3086	100	NC_000962.3:3451780-3451830(+)	na	50	50
Rv3087	100	NC_000962.3:3452924-3452974(+)	na	50	50
Rv3088	100	NC_000962.3:3454339-3454389(+)	na	50	50
Rv3089	100	NC_000962.3:3455760-3455810(+)	na	50	50
Rv3090	100	NC_000962.3:3458210-3458260(+)	na	50	50
Rv3091	100	NC_000962.3:3459115-3459165(+)	na	50	50
Rv3092c	100	NC_000962.3:3461684-3461734(-)	na	50	50
Rv3093c	100	NC_000962.3:3462714-3462764(-)	na	50	50
Rv3094c	100	NC_000962.3:3463841-3463891(-)	na	50	50
Rv3095	100	NC_000962.3:3463972-3464022(+)	na	50	50
Rv3096	100	NC_000962.3:3464546-3464596(+)	na	50	50
Rv3097c	100	NC_000962.3:3467041-3467091(-)	na	50	50
Rv3098A	100	NC_000962.3:3467605-3467655(+)	na	50	50
Rv3098c	100	NC_000962.3:3467612-3467662(-)	na	50	50
Rv3099c	100	NC_000962.3:3469214-3469264(-)	na	50	50
Rv3100c	100	NC_000962.3:3469733-3469783(-)	na	50	50
Rv3101c	100	NC_000962.3:3470629-3470679(-)	na	50	50
Rv3102c	100	NC_000962.3:3471319-3471369(-)	na	50	50
Rv3103c	100	NC_000962.3:3471800-3471850(-)	na	50	50
Rv3104c	100	NC_000962.3:3472728-3472778(-)	na	50	50
Rv3105c	100	NC_000962.3:3473854-3473904(-)	na	50	50
Rv3106	100	NC_000962.3:3474006-3474056(+)	na	50	50
Rv3107c	100	NC_000962.3:3476911-3476961(-)	na	50	50
Rv3108	100	NC_000962.3:3477059-3477109(+)	na	50	50
Rv3109	100	NC_000962.3:3477648-3477698(+)	na	50	50
Rv3110	100	NC_000962.3:3478778-3478828(+)	na	50	50
Rv3111	100	NC_000962.3:3479170-3479220(+)	na	50	50
Rv3112	100	NC_000962.3:3479699-3479749(+)	na	50	50
Rv3113	100	NC_000962.3:3480073-3480123(+)	na	50	50
Rv3114	100	NC_000962.3:3480758-3480808(+)	na	50	50
Rv3115	100	NC_000962.3:3481450-3481500(+)	na	50	50
Rv3116	100	NC_000962.3:3482775-3482825(+)	na	50	50
Rv3117	100	NC_000962.3:3483973-3484023(+)	na	50	50
Rv3118	100	NC_000962.3:3484808-3484858(+)	na	50	50
Rv3119	100	NC_000962.3:3485131-3485181(+)	na	50	50
Rv3120	100	NC_000962.3:3485571-3485621(+)	na	50	50
Rv3121	100	NC_000962.3:3486508-3486558(+)	na	50	50
Rv3122	100	NC_000962.3:3488088-3488138(+)	na	50	50
Rv3123	100	NC_000962.3:3488568-3488618(+)	na	50	50
Rv3124	100	NC_000962.3:3489505-3489555(+)	na	50	50
Rv3125c	100	NC_000962.3:3491601-3491651(-)	na	50	50
Rv3126c	100	NC_000962.3:3492072-3492122(-)	na	50	50
Rv3127	100	NC_000962.3:3492146-3492196(+)	na	50	50
Rv3130c	100	NC_000962.3:3496316-3496366(-)	na	50	50
Rv3131	100	NC_000962.3:3496550-3496600(+)	na	50	50
Rv3132c	100	NC_000962.3:3499215-3499265(-)	na	50	50
Rv3133c	100	NC_000962.3:3499865-3499915(-)	na	50	50
Rv3134c	100	NC_000962.3:3500699-3500749(-)	na	50	50
Rv3135	100	NC_000962.3:3501333-3501383(+)	na	50	50
Rv3136	100	NC_000962.3:3501793-3501843(+)	na	50	50
Rv3136A	100	NC_000962.3:3503227-3503277(-)	na	50	50
Rv3137	100	NC_000962.3:3503392-3503442(+)	na	50	50
Rv3138	100	NC_000962.3:3504194-3504244(+)	na	50	50
Rv3139	100	NC_000962.3:3505362-3505412(+)	na	50	50
Rv3140	100	NC_000962.3:3506789-3506839(+)	na	50	50
Rv3141	100	NC_000962.3:3508094-3508144(+)	na	50	50
Rv3142c	100	NC_000962.3:3509496-3509546(-)	na	50	50
Rv3143	100	NC_000962.3:3509653-3509703(+)	na	50	50
Rv3144c	100	NC_000962.3:3511267-3511317(-)	na	50	50
Rv3145	100	NC_000962.3:3511681-3511731(+)	na	50	50
Rv3146	100	NC_000962.3:3512076-3512126(+)	na	50	50
Rv3147	100	NC_000962.3:3512627-3512677(+)	na	50	50
Rv3148	100	NC_000962.3:3513337-3513387(+)	na	50	50
Rv3149	100	NC_000962.3:3514656-3514706(+)	na	50	50
Rv3150	100	NC_000962.3:3515411-3515461(+)	na	50	50
Rv3151	100	NC_000962.3:3516745-3516795(+)	na	50	50
Rv3152	100	NC_000962.3:3519281-3519331(+)	na	50	50
Rv3153	100	NC_000962.3:3520506-3520556(+)	na	50	50
Rv3154	100	NC_000962.3:3521138-3521188(+)	na	50	50
Rv3155	100	NC_000962.3:3521923-3521973(+)	na	50	50
Rv3156	100	NC_000962.3:3522233-3522283(+)	na	50	50
Rv3157	100	NC_000962.3:3524131-3524181(+)	na	50	50
Rv3158	100	NC_000962.3:3525789-3525839(+)	na	50	50
Rv3159c	100	NC_000962.3:3529113-3529163(-)	na	50	50
Rv3160c	100	NC_000962.3:3529929-3529979(-)	na	50	50
Rv3161c	100	NC_000962.3:3531088-3531138(-)	na	50	50
Rv3162c	100	NC_000962.3:3531595-3531645(-)	na	50	50
Rv3163c	100	NC_000962.3:3532863-3532913(-)	na	50	50
Rv3164c	100	NC_000962.3:3533855-3533905(-)	na	50	50
Rv3165c	100	NC_000962.3:3534345-3534395(-)	na	50	50
Rv3166c	100	NC_000962.3:3535301-3535351(-)	na	50	50
Rv3167c	100	NC_000962.3:3536007-3536057(-)	na	50	50
Rv3168	100	NC_000962.3:3536101-3536151(+)	na	50	50
Rv3169	100	NC_000962.3:3537237-3537287(+)	na	50	50
Rv3170	100	NC_000962.3:3538504-3538554(+)	na	50	50
Rv3171c	100	NC_000962.3:3540695-3540745(-)	na	50	50
Rv3172c	100	NC_000962.3:3541314-3541364(-)	na	50	50
Rv3173c	100	NC_000962.3:3541995-3542045(-)	na	50	50
Rv3174	100	NC_000962.3:3542137-3542187(+)	na	50	50
Rv3175	100	NC_000962.3:3542859-3542909(+)	na	50	50
Rv3176c	100	NC_000962.3:3545250-3545300(-)	na	50	50
Rv3177	100	NC_000962.3:3545446-3545496(+)	na	50	50
Rv3178	100	NC_000962.3:3546437-3546487(+)	na	50	50
Rv3178a	100	NC_000962.3:3547036-3547086(+)	na	50	50
Rv3179	100	NC_000962.3:3547617-3547667(+)	na	50	50
Rv3180c	100	NC_000962.3:3549638-3549688(-)	na	50	50
Rv3181c	100	NC_000962.3:3550093-3550143(-)	na	50	50
Rv3182	100	NC_000962.3:3550373-3550423(+)	na	50	50
Rv3183	100	NC_000962.3:3550714-3550764(+)	na	50	50
Rv3188	100	NC_000962.3:3554297-3554347(+)	na	50	50
Rv3189	100	NC_000962.3:3554641-3554691(+)	na	50	50
Rv3190A	100	NC_000962.3:3556854-3556904(+)	na	50	50
Rv3190c	100	NC_000962.3:3556637-3556687(-)	na	50	50
Rv3191c	100	NC_000962.3:3558295-3558345(-)	na	50	50
Rv3192	100	NC_000962.3:3559562-3559612(+)	na	50	50
Rv3193c	100	NC_000962.3:3563122-3563172(-)	na	50	50
Rv3194c	100	NC_000962.3:3564236-3564286(-)	na	50	50
Rv3195	100	NC_000962.3:3564363-3564413(+)	na	50	50
Rv3196	100	NC_000962.3:3565787-3565837(+)	na	50	50
Rv3196A	100	NC_000962.3:3566846-3566896(-)	na	50	50
Rv3197	100	NC_000962.3:3567023-3567073(+)	na	50	50
Rv3197A	100	NC_000962.3:3568629-3568679(-)	na	50	50
Rv3198A	100	NC_000962.3:3571334-3571384(+)	na	50	50
Rv3198c	100	NC_000962.3:3571161-3571211(-)	na	50	50
Rv3199c	100	NC_000962.3:3572493-3572543(-)	na	50	50
Rv3200c	100	NC_000962.3:3573619-3573669(-)	na	50	50
Rv3201c	100	NC_000962.3:3576986-3577036(-)	na	50	50
Rv3202a	100	NC_000962.3:3580285-3580335(+)	na	50	50
Rv3202c	100	NC_000962.3:3580150-3580200(-)	na	50	50
Rv3203	100	NC_000962.3:3580637-3580687(+)	na	50	50
Rv3204	100	NC_000962.3:3581314-3581364(+)	na	50	50
Rv3205c	100	NC_000962.3:3582455-3582505(-)	na	50	50
Rv3206c	100	NC_000962.3:3583660-3583710(-)	na	50	50
Rv3207c	100	NC_000962.3:3584608-3584658(-)	na	50	50
Rv3208	100	NC_000962.3:3585003-3585053(+)	na	50	50
Rv3208A	100	NC_000962.3:3585899-3585949(-)	na	50	50
Rv3209	100	NC_000962.3:3586273-3586323(+)	na	50	50
Rv3210c	100	NC_000962.3:3587489-3587539(-)	na	50	50
Rv3211	100	NC_000962.3:3587797-3587847(+)	na	50	50
Rv3212	100	NC_000962.3:3589393-3589443(+)	na	50	50
Rv3213c	100	NC_000962.3:3591442-3591492(-)	na	50	50
Rv3214	100	NC_000962.3:3591645-3591695(+)	na	50	50
Rv3215	100	NC_000962.3:3592253-3592303(+)	na	50	50
Rv3217c	100	NC_000962.3:3594185-3594235(-)	na	50	50
Rv3218	100	NC_000962.3:3594467-3594517(+)	na	50	50
Rv3219	100	NC_000962.3:3595712-3595762(+)	na	50	50
Rv3220c	100	NC_000962.3:3597484-3597534(-)	na	50	50
Rv3221A	100	NC_000962.3:3598306-3598356(-)	na	50	50
Rv3221c	100	NC_000962.3:3597716-3597766(-)	na	50	50
Rv3222c	100	NC_000962.3:3598854-3598904(-)	na	50	50
Rv3223c	100	NC_000962.3:3599501-3599551(-)	na	50	50
Rv3224	100	NC_000962.3:3599850-3599900(+)	na	50	50
Rv3225c	100	NC_000962.3:3602390-3602440(-)	na	50	50
Rv3226c	100	NC_000962.3:3603272-3603322(-)	na	50	50
Rv3227	100	NC_000962.3:3603376-3603426(+)	na	50	50
Rv3228	100	NC_000962.3:3604725-3604775(+)	na	50	50
Rv3229c	100	NC_000962.3:3606984-3607034(-)	na	50	50
Rv3230c	100	NC_000962.3:3608204-3608254(-)	na	50	50
Rv3231c	100	NC_000962.3:3608823-3608873(-)	na	50	50
Rv3232c	100	NC_000962.3:3609707-3609757(-)	na	50	50
Rv3234c	100	NC_000962.3:3611139-3611189(-)	na	50	50
Rv3235	100	NC_000962.3:3611299-3611349(+)	na	50	50
Rv3236c	100	NC_000962.3:3613066-3613116(-)	na	50	50
Rv3237c	100	NC_000962.3:3613553-3613603(-)	na	50	50
Rv3238c	100	NC_000962.3:3614348-3614398(-)	na	50	50
Rv3239c	100	NC_000962.3:3617553-3617603(-)	na	50	50
Rv3240c	100	NC_000962.3:3620481-3620531(-)	na	50	50
Rv3241c	100	NC_000962.3:3621204-3621254(-)	na	50	50
Rv3242c	100	NC_000962.3:3622161-3622211(-)	na	50	50
Rv3243c	100	NC_000962.3:3623041-3623091(-)	na	50	50
Rv3244c	100	NC_000962.3:3624860-3624910(-)	na	50	50
Rv3245c	100	NC_000962.3:3626563-3626613(-)	na	50	50
Rv3246c	100	NC_000962.3:3627299-3627349(-)	na	50	50
Rv3247c	100	NC_000962.3:3628013-3628063(-)	na	50	50
Rv3248c	100	NC_000962.3:3629597-3629647(-)	na	50	50
Rv3249c	100	NC_000962.3:3630337-3630387(-)	na	50	50
Rv3250c	100	NC_000962.3:3630516-3630566(-)	na	50	50
Rv3251c	100	NC_000962.3:3630688-3630738(-)	na	50	50
Rv3252c	100	NC_000962.3:3631938-3631988(-)	na	50	50
Rv3253c	100	NC_000962.3:3633534-3633584(-)	na	50	50
Rv3254	100	NC_000962.3:3633674-3633724(+)	na	50	50
Rv3255c	100	NC_000962.3:3636217-3636267(-)	na	50	50
Rv3256c	100	NC_000962.3:3637265-3637315(-)	na	50	50
